1.
2	{[STOP][文件无法打开]"^0"是应用程序不支持的文件格式。[OK]}
   CONTROL "型号:                               ^0 ^1", 5, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 30, 258, 9 
   CONTROL "此控制器是主键盘 – 无法锁定！", 7, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 158, 222, 11 
   CONTROL "", 9, COMBOBOX, CBS_DROPDOWN | CBS_SORT | WS_CHILD | WS_VISIBLE | WS_VSCROLL | WS_TABSTOP, 90, 173, 174, 125 
   CONTROL "", 10, STATIC, SS_BLACKFRAME | WS_CHILD | WS_VISIBLE, 6, 192, 258, 1 
   CONTROL "", 12, COMBOBOX, CBS_DROPDOWN | CBS_SORT | WS_CHILD | WS_VISIBLE | WS_VSCROLL | WS_TABSTOP, 90, 199, 174, 125 
   CONTROL "打开控制器首选项…", 13, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 7, 217, 108, 14 
   CONTROL "帮助", 14, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 214, 217, 50, 14 
   CONTROL "锁定到设备:", 8, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 175, 72, 11 
   CONTROL "始终使用映射:", 11, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 201, 72, 11 
}














108.
141 DIALOGEX 0, 0, 212, 71
STYLE DS_SETFONT | DS_MODALFRAME | WS_POPUP | WS_CAPTION | WS_SYSMENU
CAPTION "键盘控制"
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "确定", 1, BUTTON, BS_DEFPUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 155, 15, 50, 14 
   CONTROL "取消", 2, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 155, 32, 50, 14 
   CONTROL "键:", 4, BUTTON, BS_RADIOBUTTON | WS_CHILD | WS_VISIBLE, 11, 21, 53, 10 
   CONTROL "未映射", 3, BUTTON, BS_RADIOBUTTON | WS_CHILD | WS_VISIBLE, 11, 35, 53, 10 
   CONTROL "接收到的键:", 7, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 55, 60, 9 
   CONTROL "进度1", 8, "msctls_progress32", WS_CHILD | WS_VISIBLE | WS_BORDER, 70, 54, 77, 8 
   CONTROL "Shift", 6, BUTTON, BS_CHECKBOX | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 115, 22, 30, 10 
   CONTROL "向下翻页", 5, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 67, 23, 42, 10 
   CONTROL "静态", 10, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 60, 4, 145, 9 
   CONTROL "条目:", 9, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 4, 17, 9 
   CONTROL "帮助", 12, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 155, 50, 50, 14 
   CONTROL "", 11, BUTTON, BS_GROUPBOX | WS_CHILD | WS_VISIBLE, 6, 12, 142, 39 
}












109.
142 DIALOGEX 0, 0, 285, 327
STYLE DS_SETFONT | WS_CHILD
CAPTION ""
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "", 10, STATIC, SS_BLACKFRAME | WS_CHILD | WS_VISIBLE, 45, 152, 196, 79 
   CONTROL "语言", 11, BUTTON, BS_GROUPBOX | WS_CHILD | WS_VISIBLE, 5, 140, 274, 119 
   CONTROL "如果您更改语言设置，必须重新启动 ^0 以使更改生效。", 12, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 45, 234, 196, 18 
   CONTROL "重置为默认值", 4, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 13, 105, 75, 14 
   CONTROL "自定义1", 3, "", WS_CHILD | WS_VISIBLE | WS_TABSTOP, 49, 38, 188, 60 
   CONTROL "在这里，您可以选择计算机键盘上的哪些键将用于屏幕上的钢琴键。", 2, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 15, 17, 254, 18 
   CONTROL "屏幕上的钢琴键", 1, BUTTON, BS_GROUPBOX | WS_CHILD | WS_VISIBLE, 5, 4, 274, 121 
}
















110.
144 DIALOGEX 0, 0, 209, 78
STYLE DS_SETFONT | DS_MODALFRAME | WS_POPUP | WS_CAPTION | WS_SYSMENU
CAPTION "搜索中…"
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "停止", 1, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 79, 57, 50, 14 
   CONTROL "定位缺失的声音", 2, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 7, 7, 133, 13 
   CONTROL "剩余文件:", 5, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 7, 39, 58, 12 
   CONTROL "扫描中:", 3, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 7, 23, 58, 13 
   CONTROL "xxxx", 4, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 69, 23, 133, 13 
   CONTROL "xxxx", 6, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 69, 39, 133, 13 
}












111.
145 DIALOGEX 0, 0, 355, 275
STYLE DS_SETFONT | DS_MODALFRAME | WS_POPUP | WS_CAPTION | WS_SYSMENU
CAPTION "缺失的声音"
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "[Some sounds could not be found.\r \rIf you know bla bla bla.\rTo search bla bla.\rTo replace bla.\r \rTo continue working without the missing sounds, just close this window. You can open it later from the Window menu, if needed.]", 1, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 7, 183, 341, 66 
   CONTROL "", 2, STATIC, SS_BLACKFRAME | WS_CHILD | WS_VISIBLE, 7, 7, 341, 170 
   CONTROL "下载 ReFill/R.E.", 7, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 143, 254, 72, 14 
   CONTROL "帮助", 6, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 298, 254, 50, 14 
   CONTROL "搜索位置", 4, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 221, 254, 70, 14 
}















112.
146 DIALOGEX 0, 0, 308, 273
STYLE DS_SETFONT | DS_MODALFRAME | WS_POPUP | WS_CAPTION | WS_SYSMENU
CAPTION "歌曲信息"
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "确定", 1, BUTTON, BS_DEFPUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 144, 252, 50, 14 
   CONTROL "取消", 2, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 198, 252, 50, 14 
   CONTROL "帮助", 17, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 252, 252, 50, 14 
   CONTROL "窗口标题中的文本：", 3, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 7, 7, 112, 9 
   CONTROL "", 4, EDIT, ES_LEFT | ES_AUTOHSCROLL | WS_CHILD | WS_VISIBLE | WS_BORDER | WS_TABSTOP, 6, 18, 116, 12 
   CONTROL "更多信息：", 5, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 7, 32, 115, 9 
   CONTROL "", 6, EDIT, ES_LEFT | ES_AUTOHSCROLL | WS_CHILD | WS_VISIBLE | WS_BORDER | WS_TABSTOP, 6, 41, 116, 152 
   CONTROL "打开歌曲时显示启动画面", 11, BUTTON, BS_CHECKBOX | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 128, 183, 166, 10 
   CONTROL "作者网页：", 12, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 8, 195, 188, 9 
   CONTROL "", 13, EDIT, ES_LEFT | ES_AUTOHSCROLL | WS_CHILD | WS_VISIBLE | WS_BORDER | WS_TABSTOP, 6, 204, 214, 12 
   CONTROL "作者电子邮件地址：", 15, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 8, 221, 179, 9 
   CONTROL "", 16, EDIT, ES_LEFT | ES_AUTOHSCROLL | WS_CHILD | WS_VISIBLE | WS_BORDER | WS_TABSTOP, 6, 231, 214, 12 
   CONTROL "启动浏览器", 14, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 232, 203, 70, 14 
   CONTROL "歌曲启动画面：", 7, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 128, 7, 112, 9 
   CONTROL "", 9, STATIC, SS_BLACKFRAME | WS_CHILD | WS_VISIBLE, 284, 3, 15, 14 
   CONTROL "", 8, STATIC, SS_BLACKFRAME | WS_CHILD | WS_VISIBLE, 267, 3, 15, 14 
   CONTROL "", 10, BUTTON, BS_GROUPBOX | BS_FLAT | WS_CHILD | WS_VISIBLE, 128, 15, 173, 164 
}

















113.
147 DIALOGEX 0, 0, 183, 188
STYLE DS_SETFONT | DS_MODALFRAME | WS_POPUP | WS_CAPTION | WS_SYSMENU
CAPTION "歌曲信息"
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "确定", 1, BUTTON, BS_DEFPUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 30, 169, 60, 14 
   CONTROL "信息 >>", 2, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 93, 169, 60, 14 
   CONTROL "自定义1", 3, "", WS_CHILD | WS_VISIBLE | WS_TABSTOP, 0, 0, 183, 168 
}













114.
148 DIALOGEX 0, 0, 309, 227
STYLE DS_SETFONT | DS_MODALFRAME | WS_POPUP | WS_CAPTION | WS_SYSMENU
CAPTION "歌曲自包含设置"
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "确定", 1, BUTTON, BS_DEFPUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 144, 207, 50, 14 
   CONTROL "取消", 2, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 198, 207, 50, 14 
   CONTROL "帮助", 8, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 252, 207, 50, 14 
   CONTROL "此歌曲使用一个或多个声音文件，如下表所示。通过勾选列表中的复选框，您可以将声音文件包含在歌曲文档中，从而使歌曲自包含。", 3, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 8, 6, 294, 28 
   CONTROL "", 77, STATIC, SS_BLACKFRAME | WS_CHILD | WS_VISIBLE, 7, 202, 295, 2 
   CONTROL "全选", 5, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 6, 184, 50, 14 
   CONTROL "全不选", 6, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 60, 184, 50, 14 
   CONTROL "", 4, STATIC, SS_BLACKFRAME | WS_CHILD | WS_VISIBLE, 7, 34, 295, 147 
   CONTROL "自包含总大小: ^0", 7, STATIC, SS_RIGHT | WS_CHILD | WS_VISIBLE | WS_GROUP, 119, 188, 183, 8 
}















115.
149 DIALOGEX 0, 0, 261, 46
STYLE DS_SETFONT | DS_MODALFRAME | WS_POPUP | WS_CAPTION | WS_SYSMENU
CAPTION "自动检测控制面板"
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "^0 ^1", 2, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 110, 7, 144, 12 
   CONTROL "", 4, "msctls_progress32", WS_CHILD | WS_VISIBLE | WS_BORDER, 41, 28, 213, 11 
   CONTROL "进度:", 3, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 7, 28, 33, 11 
   CONTROL "正在检查控制面板:", 1, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 7, 7, 101, 11 
}













116.
161 DIALOGEX 0, 0, 280, 89
STYLE DS_SETFONT | DS_MODALFRAME | WS_POPUP | WS_CAPTION | WS_SYSMENU
CAPTION "搜索中…"
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "停止", 1, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 114, 68, 50, 14 
   CONTROL "搜索文本:", 2, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 7, 7, 58, 13 
   CONTROL "xxxx", 3, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 69, 6, 204, 13 
   CONTROL "已扫描:", 6, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 7, 39, 58, 12 
   CONTROL "正在扫描:", 4, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 7, 23, 58, 13 
   CONTROL "xxxx", 5, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 69, 23, 197, 13 
   CONTROL "xxxx", 7, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 69, 39, 204, 13 
   CONTROL "已找到:", 8, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 7, 55, 58, 12 
   CONTROL "xxxx", 9, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 69, 55, 204, 13 
}















117.
162 DIALOGEX 0, 0, 454, 246
STYLE DS_SETFONT | DS_MODALFRAME | WS_POPUP | WS_CAPTION | WS_SYSMENU
CAPTION "附加覆盖"
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "清除", 7, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 333, 227, 50, 14 
   CONTROL "^0 ^1", 5, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 12, 432, 207 
   CONTROL "编辑…", 8, BUTTON, BS_DEFPUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 278, 227, 50, 14 
   CONTROL "", 6, SCROLLBAR, SBS_VERT | WS_CHILD | WS_VISIBLE, 438, 6, 11, 216 
   CONTROL "^0 功能", 1, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 6, 118, 9 
   CONTROL "控制器界面", 2, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 124, 6, 118, 9 
   CONTROL "控制", 3, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 242, 6, 118, 9 
   CONTROL "映射", 4, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 361, 6, 77, 9 
   CONTROL "帮助", 9, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 388, 227, 50, 14 
}















118.
180 DIALOGEX 0, 0, 270, 215
STYLE DS_SETFONT | DS_MODALFRAME | WS_POPUP | WS_CAPTION | WS_SYSMENU
CAPTION "控制面板"
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "", 5, STATIC, SS_BLACKFRAME | WS_CHILD | WS_VISIBLE, 6, 41, 66, 60 
   CONTROL "消息文本在此\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11", 6, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 90, 41, 174, 106 
   CONTROL "", 2, COMBOBOX, CBS_DROPDOWN | CBS_SORT | WS_CHILD | WS_VISIBLE | WS_VSCROLL | WS_TABSTOP, 90, 6, 174, 125 
   CONTROL "制造商:", 1, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 8, 81, 11 
   CONTROL "", 9, STATIC, SS_BLACKFRAME | WS_CHILD | WS_VISIBLE, 0, 171, 264, 20 
   CONTROL "名称:", 7, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 157, 24, 11 
   CONTROL "^0:", 10, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 177, 78, 11 
   CONTROL "", 4, COMBOBOX, CBS_DROPDOWN | CBS_SORT | WS_CHILD | WS_VISIBLE | WS_VSCROLL | WS_TABSTOP, 90, 24, 174, 125 
   CONTROL "型号:", 3, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 26, 83, 11 
   CONTROL "", 8, EDIT, ES_LEFT | ES_AUTOHSCROLL | WS_CHILD | WS_VISIBLE | WS_BORDER | WS_TABSTOP, 90, 155, 174, 12 
   CONTROL "", 11, COMBOBOX, CBS_DROPDOWN | CBS_SORT | WS_CHILD | WS_VISIBLE | WS_VSCROLL | WS_TABSTOP, 90, 176, 120, 125 
   CONTROL "查找", 12, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 212, 175, 50, 14 
   CONTROL "确定", 13, BUTTON, BS_DEFPUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 106, 195, 50, 14 
   CONTROL "取消", 14, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 160, 195, 50, 14 
   CONTROL "帮助", 15, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 214, 195, 50, 14 
}












119.
181 DIALOGEX 0, 0, 189, 79
STYLE DS_SETFONT | DS_MODALFRAME | WS_POPUP | WS_CAPTION | WS_SYSMENU
CAPTION "查找 MIDI 输入"
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "选择", 5, BUTTON, BS_DEFPUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 24, 60, 50, 14 
   CONTROL "取消", 6, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 78, 60, 50, 14 
   CONTROL "端口名称在这里", 3, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 12, 36, 108, 9 
   CONTROL "消息文本在这里", 1, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 4, 174, 26 
   CONTROL "重试", 4, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 132, 34, 50, 14 
   CONTROL "", 2, BUTTON, BS_GROUPBOX | WS_CHILD | WS_VISIBLE, 6, 30, 120, 18 
   CONTROL "帮助", 7, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 132, 60, 50, 14 
}



















120.
190 DIALOGEX 0, 0, 186, 166
STYLE DS_SETFONT | DS_MODALFRAME | WS_POPUP | WS_CAPTION | WS_SYSMENU
CAPTION "编辑远程覆盖映射"
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "确定", 11, BUTTON, BS_DEFPUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 21, 144, 50, 14 
   CONTROL "取消", 12, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 75, 144, 50, 14 
   CONTROL "项目: ^0 – ^1", 1, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 5, 174, 24 
   CONTROL "控制器界面:", 2, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 44, 60, 10 
   CONTROL "", 3, COMBOBOX, CBS_DROPDOWNLIST | CBS_SORT | WS_CHILD | WS_VISIBLE | WS_VSCROLL | WS_TABSTOP, 72, 42, 108, 30 
   CONTROL "控制:", 4, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 62, 60, 10 
   CONTROL "", 5, COMBOBOX, CBS_DROPDOWNLIST | CBS_SORT | WS_CHILD | WS_VISIBLE | WS_VSCROLL | WS_TABSTOP, 72, 60, 108, 30 
   CONTROL "音符编号:", 6, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 78, 60, 12 

   CONTROL "", 7, EDIT, ES_LEFT | ES_AUTOHSCROLL | WS_CHILD | WS_VISIBLE | WS_BORDER | WS_TABSTOP, 72, 78, 40, 14 
   CONTROL "从控制器界面输入学习", 8, BUTTON, BS_CHECKBOX | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 6, 102, 174, 12 
   CONTROL "控制器界面活动:", 9, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 120, 80, 12 
   CONTROL "", 10, "msctls_progress32", WS_CHILD | WS_VISIBLE | WS_BORDER, 96, 120, 84, 10 
   CONTROL "帮助", 13, BUTTON, BS_PUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 129, 144, 50, 14 
}












121.
302 DIALOGEX 0, 0, 272, 194
STYLE DS_SETFONT | WS_CHILD
CAPTION ""
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "下一步", 1, BUTTON, BS_DEFPUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 214, 174, 50, 14 
   CONTROL "欢迎使用 ^0！", 3, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 6, 258, 9 
   CONTROL "首先，请选择要使用的音频设备。", 4, STATIC, SS_LEFTNOWORDWRAP | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 36, 258, 29 
   CONTROL "提示：您稍后可以在首选项对话框中更改这些设置或进行更高级的音频选择。", 10, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 118, 258, 17 
   CONTROL "", 6, COMBOBOX, CBS_DROPDOWN | CBS_SORT | WS_CHILD | WS_VISIBLE | WS_VSCROLL, 126, 64, 126, 35 
   CONTROL "", 7, STATIC, SS_BLACKFRAME | WS_CHILD | WS_VISIBLE, 252, 65, 11, 10 
   CONTROL "音频卡驱动程序：", 5, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 66, 66, 11 
   CONTROL "采样率：", 8, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 84, 66, 11 
   CONTROL "", 9, COMBOBOX, CBS_DROPDOWN | CBS_SORT | WS_CHILD | WS_VISIBLE | WS_VSCROLL, 180, 82, 72, 30 
   CONTROL "此安装向导将帮助您准备好使用该程序。", 12, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 21, 258, 9 
}












122.
303 DIALOGEX 0, 0, 272, 194
STYLE DS_SETFONT | WS_CHILD
CAPTION ""
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "下一步", 1, BUTTON, BS_DEFPUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 214, 174, 50, 14 
   CONTROL "键盘和控制器界面", 3, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 6, 257, 9 
   CONTROL "^0 已自动检测到以下设备：", 4, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 23, 257, 15 
   CONTROL "并非所有控制器都具有 ^0 的特殊远程支持，或者可以通过这种方式自动检测到。", 8, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 119, 258, 143 
   CONTROL "您仍然可以将它们用于基本的演奏和表演 - 无需额外设置。", 9, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 135, 258, 180 
   CONTROL "", 6, STATIC, SS_BLACKFRAME | WS_CHILD | WS_VISIBLE, 6, 54, 66, 60 
   CONTROL "型号：                               ^0 ^1", 5, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 36, 257, 9 
   CONTROL "消息文本在这里\n1\n2\n3\n4\n5\n6\n7", 7, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 90, 54, 174, 110 
}














123.
304 DIALOGEX 0, 0, 272, 194
STYLE DS_SETFONT | WS_CHILD
CAPTION ""
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "下一步", 1, BUTTON, BS_DEFPUSHBUTTON | WS_CHILD | WS_VISIBLE | WS_TABSTOP, 214, 174, 50, 14 
   CONTROL "键盘和控制面板", 3, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 6, 258, 9 
   CONTROL "^0 无法自动检测到任何控制器。", 4, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 24, 258, 33 
   CONTROL "如果需要，您可以在稍后的首选项中进行键盘和控制器的设置。", 5, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 33, 258, 49 
   CONTROL "并非所有控制器都具有对 ^0 的特殊远程支持，或者可以通过这种方式自动检测到。", 6, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 119, 258, 143 
   CONTROL "您仍然可以将它们用于基本的演奏和表演 - 无需额外设置。", 7, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 135, 258, 180 
}











124.
308 DIALOGEX 0, 0, 272, 194
STYLE DS_SETFONT | WS_CHILD
CAPTION ""
LANGUAGE LANG_NEUTRAL, SUBLANG_NEUTRAL
FONT 9, "Segoe UI", FW_NORMAL, FALSE, 0
{
   CONTROL "^0 ^1", 3, STATIC, SS_LEFT | WS_CHILD | WS_VISIBLE | WS_GROUP, 6, 36, 259, 11 
